,Project Code,PQ #,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
8144,104-CI-T30,FPQ-8363,SO-40830,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/2011,N/A - From RDC,27-04-12,19-04-12,19-04-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7273,60074.98,8.26,0.14,"Cipla, Goa, India",Yes,650,4029.71,99.12
8146,107-RW-T30,FPQ-9442,SO-41740,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,03-01-12,N/A - From RDC,09-04-12,29-03-12,29-03-12,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,1489,18612.5,12.5,0.05,"Aurobindo Unit III, India",Yes,557,5044.26,26.09
8148,107-RW-T30,FPQ-9190,SO-41431,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,1/27/2012,N/A - From RDC,29-06-12,26-04-12,26-04-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,993,8579.52,8.64,0.1,"Aurobindo Unit III, India",Yes,126,1675,12.03
8149,109-TZ-T30,FPQ-8303,SO-40490,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,01-06-12,01-06-12,01-06-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,26300,119402,4.54,0.08,"Cipla, Goa, India",Yes,2278,7865.4,197.01
8151,111-MZ-T30,FPQ-8157,SO-40380,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,08-04-11,N/A - From RDC,28-06-12,28-06-12,28-06-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,26807,52273.65,1.95,0.01,"Aurobindo Unit III, India",Yes,9937,14700,86.25
8155,151-NG-T30,FPQ-8952,SO-41254,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12-08-11,N/A - From RDC,04-07-12,30-04-12,30-04-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,48874,119252.56,2.44,0.04,"Aurobindo Unit III, India",Yes,4754,27441.21,167.19
8157,110-ZM-T30,FPQ-9081,SO-41280,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,12/22/2011,N/A - From RDC,01-06-12,28-05-12,28-05-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13127,32948.77,2.51,0.04,"Aurobindo Unit III, India",Yes,1252,6079.27,46.19
8160,113-ZW-T30,FPQ-8464,SO-40871,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10-04-11,N/A - From RDC,17-06-12,17-06-12,17-06-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,69037,168450.28,2.44,0.04,Hetero Unit III Hyderabad IN,Yes,4353,5530.11,277.94
8161,109-TZ-T30,FPQ-9271,SO-41581,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,1/31/2012,N/A - From RDC,01-08-12,25-07-12,25-07-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,80,440,5.5,0.18,Mylan (formerly Matrix) Nashik,Yes,841,3549.9,0.62
8163,114-UG-T30,FPQ-9355,SO-41592,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,05-09-12,29-06-12,29-06-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3262,8187.62,2.51,0.04,"Strides, Bangalore, India.",Yes,190,1095.22,11.48
8165,113-ZW-T30,FPQ-8464,SO-40890,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10-04-11,N/A - From RDC,16-10-12,23-07-12,23-07-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,69037,167069.54,2.42,0.04,"Aurobindo Unit III, India",Yes,14074,15299.58,275.66
8166,113-ZW-T30,FPQ-8464,SO-40880,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10-04-11,N/A - From RDC,14-08-12,23-07-12,23-07-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,78082,418519.52,5.36,0.18,Mylan (formerly Matrix) Nashik,Yes,7490,15299.59,690.56
8167,110-ZM-T30,FPQ-9472,SO-41702,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,03-08-12,N/A - From RDC,23-08-12,30-07-12,30-07-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,200000,3008000,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,33909,16040.39,4217.22
8168,151-NG-T30,FPQ-9432,SO-42805,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,03-01-12,N/A - From RDC,02-08-12,24-07-12,24-07-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,17124,257544.96,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,2091,16532.5,361.08
8169,113-ZW-T30,FPQ-8464,SO-40892,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10-04-11,N/A - From RDC,16-10-12,04-09-12,04-09-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,4451,13130.45,2.95,0.05,"Strides, Bangalore, India.",Yes,228,7423.38,21.67
8170,110-ZM-T30,FPQ-9472,SO-41711,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,03-08-12,N/A - From RDC,31-08-12,07-09-12,07-09-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,155202,591319.62,3.81,0.13,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,11334,7317.48,829.03
8172,110-ZM-T30,FPQ-9552,SO-41831,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/29/2012,N/A - From RDC,13-09-12,07-09-12,07-09-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,65599,193517.05,2.95,0.05,"Strides, Bangalore, India.",Yes,3354,7317.47,271.31
8173,900-UG-T30,FPQ-10084,SO-42630,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,06-07-12,N/A - From RDC,28-09-12,06-10-12,06-10-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18350,44774,2.44,0.04,Hetero Unit III Hyderabad IN,Yes,1331,7504,62.77
8175,114-UG-T30,FPQ-9355,SO-41596,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,05-10-12,24-09-12,24-09-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5619,30117.84,5.36,0.18,Hetero Unit III Hyderabad IN,Yes,596,2175.07,42.23
8178,114-UG-T30,FPQ-9355,SO-41590,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,08-11-12,08-11-12,08-11-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8132,29600.48,3.64,0.12,"Aurobindo Unit III, India",Yes,690,3990,41.5
8179,102-ZW-T30,FPQ-9927,SO-42280,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,5/15/2012,N/A - From RDC,31-10-12,18-10-12,18-10-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,74469,180214.98,2.42,0.04,Hetero Unit III Hyderabad IN,Yes,4282,8443.89,252.66
8181,110-ZM-T30,FPQ-9552,SO-41830,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/29/2012,N/A - From RDC,09-11-12,05-11-12,05-11-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,10500,30975,2.95,0.05,"Strides, Bangalore, India.",Yes,537,6800.6,43.43
8183,114-UG-T30,FPQ-10556,SO-43170,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/30/2012,N/A - From RDC,06-12-12,29-10-12,29-10-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2445,9315.45,3.81,0.13,"Aurobindo Unit III, India",Yes,244,2159.1,13.06
8184,151-NG-T30,FPQ-9968,SO-42681,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/23/2012,N/A - From RDC,06-11-12,06-11-12,06-11-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,88403,682471.16,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,9421,15459.1,956.82
8185,110-ZM-T30,FPQ-9552,SO-41832,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/29/2012,N/A - From RDC,26-11-12,26-11-12,26-11-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2573,7590.35,2.95,0.05,Hetero Unit III Hyderabad IN,Yes,207,1900,10.64
8186,110-ZM-T30,FPQ-9773,SO-41990,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/2012,N/A - From RDC,17-12-12,17-12-12,17-12-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,43676,105695.92,2.42,0.04,"Aurobindo Unit III, India",Yes,12561,25636.2,148.19
8187,103-ZW-T30,FPQ-9907,SO-42190,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,5/15/2012,N/A - From RDC,14-12-12,13-12-12,13-12-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,19425,36907.5,1.9,0.03,"Cipla, Goa, India",Yes,1043,8043.57,51.74
8190,111-MZ-T30,FPQ-10210,SO-43420,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/2012,N/A - From RDC,11-01-13,11-01-13,11-01-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2484,23896.08,9.62,0.16,Hetero Unit III Hyderabad IN,Yes,249,4754.19,33.5
8192,103-ZW-T30,FPQ-9907,SO-42180,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,5/15/2012,N/A - From RDC,20-12-12,11-12-12,11-12-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,33978,78149.4,2.3,0.04,"Cipla, Goa, India",Yes,2705,9751.8,109.57
8194,104-CI-T30,FPQ-10633,SO-43320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,09-11-12,N/A - From RDC,28-02-13,25-01-13,25-01-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,17500,539350,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,6649,27350.2,756.17
8197,114-UG-T30,FPQ-10780,SO-43470,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10-10-12,N/A - From RDC,31-01-13,01-02-13,01-02-13,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4535,10974.7,2.42,0.04,"Aurobindo Unit III, India",Yes,491,4002.01,15.39
8198,107-RW-T30,FPQ-9969,SO-42431,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,5/25/2012,N/A - From RDC,07-02-13,07-02-13,07-02-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,112007,1356404.77,12.11,0.4,Mylan (formerly Matrix) Nashik,Yes,12757,20994.85,1901.68
8199,114-UG-T30,FPQ-10328,SO-42810,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,07-11-12,N/A - From RDC,05-02-13,05-02-13,05-02-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,112873,1366892.03,12.11,0.4,Mylan (formerly Matrix) Nashik,Yes,12838,111318.14,1916.38
8201,113-ZW-T30,FPQ-10632,SO-43220,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,09-11-12,N/A - From RDC,11-02-13,11-02-13,11-02-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,221799,1066853.19,4.81,0.16,Hetero Unit III Hyderabad IN,Yes,58270,47389.63,1495.73
8203,110-ZM-T30,FPQ-10728,SO-43451,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10-05-12,N/A - From RDC,15-03-13,19-02-13,19-02-13,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,30114,412260.66,13.69,0.46,Mylan (formerly Matrix) Nashik,Yes,1230,6923.53,577.99
8209,104-CI-T30,FPQ-10633,SO-43321,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,09-11-12,N/A - From RDC,28-02-13,28-02-13,28-02-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,36240,310939.2,8.58,0.14,"Aurobindo Unit III, India",Yes,13509,36857.21,435.94
8214,114-UG-T30,FPQ-11143,SO-43950,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,12/13/2012,N/A - From RDC,08-03-13,07-03-13,07-03-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,42717,366511.86,8.58,0.14,"Cipla, Goa, India",Yes,5732,25118.88,453.38
8217,113-ZW-T30,FPQ-10632,SO-43212,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,09-11-12,N/A - From RDC,15-04-13,23-03-13,23-03-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,49467,232494.9,4.7,0.16,Hetero Unit III Hyderabad IN,Yes,8615,49580.17,325.96
8218,110-ZM-T30,FPQ-11553,SO-44472,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1/28/2013,N/A - From RDC,25-06-13,15-03-13,15-03-13,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,25991,58739.66,2.26,0.04,"Aurobindo Unit III, India",Yes,2504,12315.5,72.66
8220,113-ZW-T30,FPQ-11714,SO-44600,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,2/20/2013,N/A - From RDC,13-04-13,13-04-13,13-04-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2390,56762.5,23.75,0.2,ABBVIE Ludwigshafen Germany,Yes,533,5623.52,70.22
8222,110-ZM-T30,FPQ-10728,SO-43450,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10-05-12,N/A - From RDC,30-04-13,15-04-13,15-04-13,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,225035,3080729.15,13.69,0.46,Mylan (formerly Matrix) Nashik,Yes,25504,33770.41,4319.18
8225,111-MZ-T30,FPQ-11882,SO-44820,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,3/19/2013,N/A - From RDC,04-07-13,04-07-13,04-07-13,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1800,7272,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,108,832.5,9
8227,110-ZM-T30,FPQ-11969,SO-44910,Zambia,PMO - US,From RDC,N/A - From RDC,Air,3/26/2013,N/A - From RDC,28-06-13,13-05-13,13-05-13,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,69811,423752.77,6.07,0.2,Mylan (formerly Matrix) Nashik,Yes,7632,50626.6,524.18
8228,900-SS-T30,FPQ-11272,SO-44100,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,12/17/2012,N/A - From RDC,30-04-13,17-04-13,17-04-13,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1466,9910.16,6.76,0.11,"Aurobindo Unit III, India",Yes,83,2089,12.26
8231,151-NG-T30,FPQ-11022,SO-43843,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/2012,N/A - From RDC,21-05-13,03-05-13,03-05-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,7677,167205.06,21.78,0.18,Mylan (formerly Matrix) Nashik,Yes,16376,14547.55,206.83
8233,111-MZ-T30,FPQ-11033,SO-43820,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,11-12-12,N/A - From RDC,21-07-13,26-07-13,26-07-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,34200,113886,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,7908,5496.08,140.88
8234,111-MZ-T30,FPQ-11884,SO-44862,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/19/2013,N/A - From RDC,30-09-13,29-08-13,29-08-13,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2600,5174,1.99,0.03,Hetero Unit III Hyderabad IN,Yes,149,1815.67,6.4
8237,113-ZW-T30,FPQ-11002,SO-43721,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,11/16/2012,N/A - From RDC,30-05-13,29-04-13,29-04-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40534,190509.8,4.7,0.16,"Aurobindo Unit VII, IN",Yes,3749,9708.48,235.66
8239,109-TZ-T30,FPQ-12015,SO-44981,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,04-02-13,N/A - From RDC,23-08-13,14-05-13,14-05-13,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,12917,29709.1,2.3,0.04,"Cipla, Goa, India",Yes,2461,3592.8,36.75
8241,151-NG-T30,FPQ-11771,SO-44752,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/28/2013,N/A - From RDC,21-08-13,10-05-13,10-05-13,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,763,3509.8,4.6,0.08,"Aurobindo Unit III, India",Yes,56,20666.07,4.34
8242,111-MZ-T30,FPQ-10211,SO-42861,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/2012,N/A - From RDC,28-06-13,10-07-13,10-07-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,66956,704377.12,10.52,0.35,Mylan (formerly Matrix) Nashik,Yes,5810,13649.6,987.54
8244,151-NG-T30,FPQ-11022,SO-45202,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/2012,N/A - From RDC,21-05-13,29-05-13,29-05-13,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,109238,246877.88,2.26,0.04,"Aurobindo Unit III, India",Yes,11763,20761,305.39
8245,151-NG-T30,FPQ-11022,SO-43850,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/2012,N/A - From RDC,04-06-13,29-05-13,29-05-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45000,149850,3.33,0.11,"Cipla, Goa, India",Yes,16966,20761,185.36
8246,151-NG-T30,FPQ-11022,SO-43840,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/2012,N/A - From RDC,31-05-13,28-05-13,28-05-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,7014,152764.92,21.78,0.18,"Aurobindo Unit III, India",Yes,7733,20761,188.97
8247,110-ZM-T30,FPQ-11032,SO-43830,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/28/2012,N/A - From RDC,18-07-13,23-07-13,23-07-13,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,176213,2283720.48,12.96,0.43,Mylan (formerly Matrix) Nashik,Yes,19962,31401.08,2824.96
8248,113-ZW-T30,FPQ-10895,SO-43570,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/25/2012,N/A - From RDC,31-07-13,06-08-13,06-08-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4800,15984,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,396,11133.66,19.77
8249,114-UG-T30,FPQ-10945,SO-43631,Uganda,PMO - US,From RDC,N/A - From RDC,Air,11-06-12,N/A - From RDC,31-07-13,23-07-13,23-07-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,35930,377983.6,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,4811,2486.5,467.57
8252,104-CI-T30,FPQ-11254,SO-44151,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/14/2012,N/A - From RDC,31-10-13,23-07-13,23-07-13,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2656,10730.24,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,167,1478.35,13.27
8254,114-UG-T30,FPQ-12253,SO-45540,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,05-08-13,N/A - From RDC,06-08-13,22-08-13,22-08-13,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45233,316631,7,0.12,Hetero Unit III Hyderabad IN,Yes,3984,20074.74,391.67
8255,102-ZW-T30,FPQ-11477,SO-44270,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/16/2013,N/A - From RDC,20-09-13,20-09-13,20-09-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,59680,627833.6,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,7831,4529.65,776.63
